index,title,type,release_year,primary_genre,platform,date_added,imdb_id,imdb_rating,imdb_votes,box_office_sales,production_cost
946,High School Musical: The Musical: The Holiday Special,Movie,2020,Drama,Disney+,2020-12-11,,,,,
947,Ralph Breaks the Internet,Movie,2018,Action-Adventure,Disney+,2020-12-11,,,,,
948,Disney Channel's Epic Holiday Showdown,Movie,2020,Fantasy,Disney+,2020-12-11,,,,,
949,Safety,Movie,2020,Biographical,Disney+,2020-12-11,,,,,
950,Anastasia,Movie,1997,Animation,Disney+,2020-12-04,,,,,
951,Godmothered,Movie,2020,Comedy,Disney+,2020-12-04,,,,,
952,The Nutcracker and the Four Realms,Movie,2018,Action-Adventure,Disney+,2020-12-04,,,,,
953,The Disney Holiday Singalong,Movie,2020,Family,Disney+,2020-12-04,,,,,
954,Sky High,Movie,2005,Action-Adventure,Disney+,2020-12-04,,,,,
955,Mulan,Movie,2020,Action-Adventure,Disney+,2020-12-04,,,,,
956,Man vs. Shark,Movie,2019,Animals & Nature,Disney+,2020-12-04,,,,,
957,Black Beauty,Movie,2020,Animals & Nature,Disney+,2020-11-27,,,,,
958,Once Upon a Time in Wonderland,TV Show,2013,Action-Adventure,Disney+,2020-11-27,,,,,
959,Party Animals,TV Show,2016,Animals & Nature,Disney+,2020-11-27,,,,,
960,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Movie,2014,Comedy,Disney+,2020-11-27,,,,,
961,From Our Family to Yours,Movie,2020,Animation,Disney+,2020-11-27,,,,,
962,Folklore: the long pond studio sessions,Movie,2020,Documentary,Disney+,2020-11-25,,,,,
963,Planes,Movie,2013,Action-Adventure,Disney+,2020-11-20,,,,,
964,The Real Right Stuff,Movie,2020,Documentary,Disney+,2020-11-20,,,,,
965,Planes: Fire & Rescue,Movie,2014,Action-Adventure,Disney+,2020-11-20,,,,,
966,Marvel's 616,TV Show,2020,Anthology,Disney+,2020-11-20,,,,,
967,Bia,TV Show,2019,Coming of Age,Disney+,2020-11-20,,,,,
968,The Wonderful World of Mickey Mouse,TV Show,2020,Action-Adventure,Disney+,2020-11-18,,,,,
969,LEGO Star Wars Holiday Special,Movie,2020,Action-Adventure,Disney+,2020-11-17,,,,,
970,Home Alone,Movie,1990,Comedy,Disney+,2020-11-13,,,,,
971,Home Alone 2: Lost in New York,Movie,1992,Comedy,Disney+,2020-11-13,,,,,
972,Home Alone 3,Movie,1997,Comedy,Disney+,2020-11-13,,,,,
973,Inside Pixar,TV Show,2020,Docuseries,Disney+,2020-11-13,,,,,
974,Petra: Secrets of the Ancient Builders,Movie,2019,Documentary,Disney+,2020-11-13,,,,,
975,Ultimate Viking Sword,Movie,2019,Documentary,Disney+,2020-11-13,,,,,
976,Goldie & Bear,TV Show,2015,Action-Adventure,Disney+,2020-11-06,,,,,
977,Mr. Magoo,Movie,1997,Action-Adventure,Disney+,2020-11-06,,,,,
978,Prep & Landing,Movie,2009,Animation,Disney+,2020-11-06,,,,,
979,Prep & Landing: Naughty vs. Nice,Movie,2011,Animation,Disney+,2020-11-06,,,,,
980,Fancy Nancy (Shorts),TV Show,2019,Animation,Disney+,2020-11-06,,,,,
981,Disney's A Christmas Carol,Movie,2009,Animation,Disney+,2020-11-06,,,,,
982,The Sorcerer's Apprentice,Movie,2010,Action-Adventure,Disney+,2020-10-30,,,,,
983,X-Ray Earth,TV Show,2020,Animals & Nature,Disney+,2020-10-30,,,,,
984,The Mandalorian,TV Show,2019,Action-Adventure,Disney+,2020-10-30,,,,,
985,Disney Channel Halloween House Party,Movie,2020,Comedy,Disney+,2020-10-30,,,,,
986,Once Upon a Snowman,Movie,2020,Animation,Disney+,2020-10-23,,,,,
987,Pompeii: Secrets Of The Dead,Movie,2019,Documentary,Disney+,2020-10-23,,,,,
988,Toy Story of Terror!,Movie,2013,Animation,Disney+,2020-10-23,,,,,
989,India From Above,TV Show,2019,Docuseries,Disney+,2020-10-23,,,,,
990,Gathering Storm,TV Show,2020,Animals & Nature,Disney+,2020-10-23,,,,,
991,Marvel Super Hero Adventures,TV Show,2017,Action-Adventure,Disney+,2020-10-23,,,,,
992,Lost on Everest,Movie,2020,Animals & Nature,Disney+,2020-10-16,,,,,
993,Beverly Hills Chihuahua,Movie,2008,Action-Adventure,Disney+,2020-10-16,,,,,
994,Clouds,Movie,2020,Biographical,Disney+,2020-10-16,,,,,
995,Marvel's Iron Man & Captain America: Heroes United,Movie,2014,Action-Adventure,Disney+,2020-10-16,,,,,
996,Meet The Chimps,TV Show,2020,Animals & Nature,Disney+,2020-10-16,,,,,
997,The Rocketeer,TV Show,2019,Action-Adventure,Disney+,2020-10-16,,,,,
998,The Chronicles Of Narnia: The Voyage of the Dawn Treader,Movie,2010,Action-Adventure,Disney+,2020-10-09,,,,,
999,Oil Spill of The Century,Movie,2019,Documentary,Disney+,2020-10-09,,,,,
1000,Wild Portugal,Movie,2020,Animals & Nature,Disney+,2020-10-09,,,,,
1001,X2,Movie,2003,Action-Adventure,Disney+,2020-10-09,,,,,
1002,The Right Stuff,TV Show,2020,Drama,Disney+,2020-10-09,,,,,
1003,Mr. Holland's Opus,Movie,1996,Drama,Disney+,2020-10-02,,,,,
1004,Wild Central America,TV Show,2020,Action-Adventure,Disney+,2020-09-25,,,,,
1005,The Giant Robber Crab,Movie,2019,Animals & Nature,Disney+,2020-09-25,,,,,
1006,Secret Society of Second-Born Royals,Movie,2020,Action-Adventure,Disney+,2020-09-25,,,,,
1007,Magic of Disney's Animal Kingdom,TV Show,2020,Animals & Nature,Disney+,2020-09-25,,,,,
1008,Hidden Figures,Movie,2016,Biographical,Disney+,2020-09-25,,,,,
1009,Disneynature Oceans,Movie,2010,Animals & Nature,Disney+,2020-09-25,,,,,
1010,Bend It Like Beckham,Movie,2003,Buddy,Disney+,2020-09-18,,,,,
1011,Soy Luna,TV Show,2015,Comedy,Disney+,2020-09-18,,,,,
1012,Violetta,TV Show,2011,Coming of Age,Disney+,2020-09-18,,,,,
1013,Morning Light,Movie,2008,Documentary,Disney+,2020-09-18,,,,,
1014,Once Upon a Time,TV Show,2011,Action-Adventure,Disney+,2020-09-18,,,,,
1015,Coop & Cami Ask The World,TV Show,2018,Comedy,Disney+,2020-09-18,,,,,
1016,Notre Dame: Race Against The Inferno,Movie,2019,Documentary,Disney+,2020-09-18,,,,,
1017,Kingdom of the Mummies,TV Show,2020,Docuseries,Disney+,2020-09-18,,,,,
1018,Ever After: A Cinderella Story,Movie,1998,Drama,Disney+,2020-09-18,,,,,
1019,Europe from Above,TV Show,2019,Docuseries,Disney+,2020-09-18,,,,,
1020,Ancient China from Above,TV Show,2020,Docuseries,Disney+,2020-09-18,,,,,
1021,Becoming,TV Show,2020,Anthology,Disney+,2020-09-18,,,,,
1022,Christopher Robin,Movie,2018,Drama,Disney+,2020-09-11,,,,,
1023,D2: The Mighty Ducks,Movie,1994,Comedy,Disney+,2020-09-04,,,,,
1024,D3: The Mighty Ducks,Movie,1996,Comedy,Disney+,2020-09-04,,,,,
1025,Earth to Ned,TV Show,2020,Comedy,Disney+,2020-09-04,,,,,
1026,Trick or Treat,Movie,1952,Animation,Disney+,2020-09-04,,,,,
1027,Alice Through the Looking Glass,Movie,2016,Action-Adventure,Disney+,2020-08-28,,,,,
1028,Phineas and Ferb The Movie: Candace Against the Universe,Movie,2020,Action-Adventure,Disney+,2020-08-28,,,,,
1029,The One and Only Ivan,Movie,2020,Drama,Disney+,2020-08-21,,,,,
1030,"Weirdest, Bestest, Truest",TV Show,2018,Animals & Nature,Disney+,2020-08-21,,,,,
1031,Mars: One Day on the Red Planet,Movie,2020,Documentary,Disney+,2020-08-21,,,,,
1032,Beauty and the Beast,Movie,2017,Family,Disney+,2020-08-21,,,,,
1033,Back to the Titanic,Movie,2020,Documentary,Disney+,2020-08-21,,,,,
1034,The Greatest Showman,Movie,2017,Biographical,Disney+,2020-08-14,,,,,
1035,Wild Cats of India,TV Show,2020,Animals & Nature,Disney+,2020-08-14,,,,,
1036,Weird But True!,TV Show,2017,Animals & Nature,Disney+,2020-08-14,,,,,
1037,Scuba Sam's World,TV Show,2018,Animals & Nature,Disney+,2020-08-14,,,,,
1038,Spaced Out,TV Show,2018,Docuseries,Disney+,2020-08-14,,,,,
1039,Nature Boom Time,TV Show,2016,Animals & Nature,Disney+,2020-08-14,,,,,
1040,Sam's Zookeeper Challenge,TV Show,2018,Animals & Nature,Disney+,2020-08-14,,,,,
1041,Marvel Studios' Ant-Man and the Wasp,Movie,2018,Action-Adventure,Disney+,2020-08-14,,,,,
1042,Magic Camp,Movie,2020,Comedy,Disney+,2020-08-14,,,,,
1043,Jungle Animal Rescue,TV Show,2019,Animals & Nature,Disney+,2020-08-14,,,,,
1044,India's Wild Leopards,Movie,2020,Animals & Nature,Disney+,2020-08-14,,,,,
1045,Disney Zombies 2,Movie,2020,Coming of Age,Disney+,2020-08-14,,,,,
1046,Disney Junior T.O.T.S.: Calling All T.O.T.S. (Shorts),TV Show,2020,Animation,Disney+,2020-08-14,,,,,
1047,Howard,Movie,2020,Biographical,Disney+,2020-08-07,,,,,
1048,Prince of Persia: The Sands of Time,Movie,2010,Action-Adventure,Disney+,2020-08-07,,,,,
1049,Star Wars: Galaxy's Edge-Adventure Awaits,Movie,2019,Documentary,Disney+,2020-08-07,,,,,
1050,The Hidden Kingdoms of China,Movie,2020,Animals & Nature,Disney+,2020-08-07,,,,,
1051,The Peanuts Movie,Movie,2015,Animation,Disney+,2020-08-07,,,,,
1052,UFO Europe: The Untold Stories,TV Show,2012,Docuseries,Disney+,2020-08-07,,,,,
1053,Surviving the Mount St. Helens Disaster,Movie,2020,Animals & Nature,Disney+,2020-07-31,,,,,
1054,Marvel Funko Shorts,TV Show,2016,Action-Adventure,Disney+,2020-07-31,,,,,
1055,What Sam Sees,TV Show,2018,Animals & Nature,Disney+,2020-07-31,,,,,
1056,Muppets Now,TV Show,2020,Comedy,Disney+,2020-07-31,,,,,
1057,Hunt for the Abominable Snowman,Movie,2011,Documentary,Disney+,2020-07-31,,,,,
1058,Lost Temple of the Inca,Movie,2020,Documentary,Disney+,2020-07-31,,,,,
1059,King Fishers,TV Show,2013,Action-Adventure,Disney+,2020-07-31,,,,,
1060,Cradle of the Gods,Movie,2012,Documentary,Disney+,2020-07-31,,,,,
1061,Black Is King,Movie,2020,Dance,Disney+,2020-07-31,,,,,
1062,Fearless Adventures with Jack Randall,TV Show,2018,Animals & Nature,Disney+,2020-07-31,,,,,
1063,Big Cat Games,Movie,2015,Animals & Nature,Disney+,2020-07-31,,,,,
1064,Best Job Ever,TV Show,2018,Animals & Nature,Disney+,2020-07-31,,,,,
1065,Animal Showdown,TV Show,2018,Animals & Nature,Disney+,2020-07-31,,,,,
1066,Destination World,TV Show,2018,Animals & Nature,Disney+,2020-07-31,,,,,
1067,Incredibles 2,Movie,2018,Action-Adventure,Disney+,2020-07-31,,,,,
1068,Pirates of the Caribbean: Dead Men Tell No Tales,Movie,2017,Action-Adventure,Disney+,2020-07-24,,,,,
1069,PJ Masks (Shorts),TV Show,2017,Action-Adventure,Disney+,2020-07-24,,,,,
1070,Rogue Trip,TV Show,2020,Buddy,Disney+,2020-07-24,,,,,
1071,Wild Congo,TV Show,2014,Animals & Nature,Disney+,2020-07-24,,,,,
1072,Wild Sri Lanka,TV Show,2016,Animals & Nature,Disney+,2020-07-24,,,,,
1073,Diary of a Wimpy Kid: The Long Haul,Movie,2017,Comedy,Disney+,2020-07-17,,,,,
1074,Disney Junior Music Lullabies,TV Show,2018,Animation,Disney+,2020-07-17,,,,,
1075,Wild Chile,TV Show,2017,Animals & Nature,Disney+,2020-07-17,,,,,
1076,X-Men: Apocalypse,Movie,2016,Action-Adventure,Disney+,2020-07-17,,,,,
1077,A Pre-Opening Report from Disneyland,Movie,1955,Documentary,Disney+,2020-07-17,,,,,
1078,The Mouseketeers at Walt Disney World,Movie,1977,Coming of Age,Disney+,2020-07-17,,,,,
1079,Super Robot Monkey Team Hyperforce Go!,TV Show,2004,Action-Adventure,Disney+,2020-07-17,,,,,
1080,Lost City of Machu Picchu,Movie,2019,Documentary,Disney+,2020-07-17,,,,,
1081,Hamilton: History Has Its Eyes on You,Movie,2020,Historical,Disney+,2020-07-10,,,,,
1082,X-Men: Days of Future Past,Movie,2014,Action-Adventure,Disney+,2020-07-10,,,,,
1083,Cosmos: A Spacetime Odyssey,TV Show,2013,Action-Adventure,Disney+,2020-07-10,,,,,
1084,Solo: A Star Wars Story,Movie,2018,Action-Adventure,Disney+,2020-07-10,,,,,
1085,The Undefeated Presents: Hamilton In-Depth,Movie,2020,Historical,Disney+,2020-07-05,,,,,
1086,Ice Age: Collision Course,Movie,2016,Action-Adventure,Disney+,2020-07-03,,,,,
1087,The Mighty Ducks,Movie,1992,Comedy,Disney+,2020-07-03,,,,,
1088,The Big Green,Movie,1995,Comedy,Disney+,2020-07-03,,,,,
1089,Race to Witch Mountain,Movie,2009,Action-Adventure,Disney+,2020-07-03,,,,,
1090,Hamilton,Movie,2020,Biographical,Disney+,2020-07-03,,,,,
1091,Diary of a Wimpy Kid: Rodrick Rules,Movie,2011,Comedy,Disney+,2020-07-03,,,,,
1092,While You Were Sleeping,Movie,1995,Comedy,Disney+,2020-07-03,,,,,
1093,Animal ER,TV Show,2016,Animals & Nature,Disney+,2020-07-03,,,,,
1094,Into the Unknown: Making Frozen 2,TV Show,2020,Docuseries,Disney+,2020-06-26,,,,,
1095,Disney A.N.T. Farm,TV Show,2011,Comedy,Disney+,2020-06-26,,,,,
1096,Marvel Studios' Avengers: Infinity War,Movie,2018,Action-Adventure,Disney+,2020-06-26,,,,,
1097,Tarzan II,Movie,2005,Action-Adventure,Disney+,2020-06-26,,,,,
1098,Tarzan,Movie,1999,Action-Adventure,Disney+,2020-06-26,,,,,
1099,Man in Space,Movie,1955,Documentary,Disney+,2020-06-26,,,,,
1100,Mars and Beyond,Movie,1957,Animation,Disney+,2020-06-26,,,,,
1101,Disney Junior Muppet Babies Play Date,TV Show,2018,Comedy,Disney+,2020-06-19,,,,,
1102,The Jungle Book,Movie,2016,Action-Adventure,Disney+,2020-06-19,,,,,
1103,The Pirate Fairy,Movie,2014,Action-Adventure,Disney+,2020-06-19,,,,,
1104,Trail Mix-Up,Movie,1993,Action-Adventure,Disney+,2020-06-19,,,,,
1105,Tummy Trouble,Movie,1989,Action-Adventure,Disney+,2020-06-19,,,,,
1106,101 Dalmatians (Series),TV Show,1997,Action-Adventure,Disney+,2020-06-19,,,,,
1107,Big Sur: Wild California,Movie,2010,Animals & Nature,Disney+,2020-06-19,,,,,
1108,Egypt's Treasure Guardians,Movie,2016,Documentary,Disney+,2020-06-19,,,,,
1109,The Story of the Animated Drawing,Movie,1955,Documentary,Disney+,2020-06-12,,,,,
1110,Walt & El Grupo,Movie,2009,Documentary,Disney+,2020-06-12,,,,,
1111,The Liberty Story,Movie,1957,Drama,Disney+,2020-06-12,,,,,
1112,Mighty Med,TV Show,2013,Comedy,Disney+,2020-06-12,,,,,
1113,Artemis Fowl,Movie,2020,Action-Adventure,Disney+,2020-06-12,,,,,
1114,Women Of Impact: Changing The World,Movie,2019,Documentary,Disney+,2020-06-05,,,,,
1115,Wild Hawaii,TV Show,2014,Animals & Nature,Disney+,2020-06-05,,,,,
1116,The Greeks,TV Show,2016,Docuseries,Disney+,2020-06-05,,,,,
1117,Secrets of Wild India,TV Show,2012,Animals & Nature,Disney+,2020-06-05,,,,,
1118,Alaska's Grizzly Gauntlet,TV Show,2018,Animals & Nature,Disney+,2020-06-05,,,,,
1119,America's Greatest Animals,Movie,2012,Animals & Nature,Disney+,2020-06-05,,,,,
1120,Chasing the Equinox,Movie,2019,Documentary,Disney+,2020-06-05,,,,,
1121,Howie Mandel's Animals Doing Things,TV Show,2017,Animals & Nature,Disney+,2020-06-05,,,,,
1122,Percy Jackson & The Olympians: The Lightning Thief,Movie,2010,Action-Adventure,Disney+,2020-06-05,,,,,
1123,Japan: Between Earth and Sky,TV Show,2017,Animals & Nature,Disney+,2020-06-05,,,,,
1124,"Maggie Simpson in ""The Longest Daycare""",Movie,2012,Animation,Disney+,2020-05-29,,,,,
1125,The Moon-Spinners,Movie,1964,Crime,Disney+,2020-05-29,,,,,
1126,The Evermoor Chronicles,TV Show,2015,Coming of Age,Disney+,2020-05-29,,,,,
1127,Mickey and the Seal,Movie,1948,Animation,Disney+,2020-05-29,,,,,
1128,Marvel's Future Avengers,TV Show,2017,Action-Adventure,Disney+,2020-05-22,,,,,
1129,The Big Fib,TV Show,2019,Family,Disney+,2020-05-22,,,,,
1130,The Boys: The Sherman Brothers' Story,Movie,2009,Biographical,Disney+,2020-05-22,,,,,
1131,"Hello, Dolly!",Movie,1969,Comedy,Disney+,2020-05-22,,,,,
1132,Fantastic Mr. Fox,Movie,2009,Animation,Disney+,2020-05-22,,,,,
1133,Doc McStuffins,TV Show,2011,Animation,Disney+,2020-05-22,,,,,
1134,Out,Movie,2020,Animation,Disney+,2020-05-22,,,,,
1135,Maleficent: Mistress of Evil,Movie,2019,Action-Adventure,Disney+,2020-05-15,,,,,
1136,It's a Dog's Life with Bill Farmer,TV Show,2020,Animals & Nature,Disney+,2020-05-15,,,,,
1137,Star Wars: The Rise of Skywalker (Episode IX),Movie,2019,Action-Adventure,Disney+,2020-05-04,,,,,
1138,John Carter,Movie,2012,Action-Adventure,Disney+,2020-05-02,,,,,
1139,Disney Prop Culture,TV Show,2020,Docuseries,Disney+,2020-05-01,,,,,
1140,United States Of Animals,TV Show,2015,Animals & Nature,Disney+,2020-05-01,,,,,
1141,Awesome Animals,TV Show,2017,Animals & Nature,Disney+,2020-05-01,,,,,
1142,Birth of Europe,TV Show,2014,Docuseries,Disney+,2020-05-01,,,,,
1143,Bride of Boogedy,Movie,1987,Action-Adventure,Disney+,2020-05-01,,,,,
1144,George of the Jungle,Movie,1997,Action-Adventure,Disney+,2020-05-01,,,,,
1145,Water Birds,Movie,1952,Animals & Nature,Disney+,2020-05-01,,,,,
1146,Unlikely Animal Friends,TV Show,2012,Animals & Nature,Disney+,2020-05-01,,,,,
1147,Love & Vets,TV Show,2017,Animals & Nature,Disney+,2020-05-01,,,,,
1148,The Princess Bride,Movie,1987,Action-Adventure,Disney+,2020-05-01,,,,,
1149,Homeward Bound: The Incredible Journey,Movie,1993,Action-Adventure,Disney+,2020-05-01,,,,,
1150,Homeward Bound II: Lost in San Francisco,Movie,1996,Action-Adventure,Disney+,2020-05-01,,,,,
1151,How to Play Baseball,Movie,1942,Animation,Disney+,2020-05-01,,,,,
1152,In Beaver Valley,Movie,1950,Animals & Nature,Disney+,2020-05-01,,,,,
1153,Lost Treasures Of Egypt,TV Show,2018,Docuseries,Disney+,2020-05-01,,,,,
1154,Buried Secrets Of The Bible With Albert Lin,TV Show,2019,Action-Adventure,Disney+,2020-05-01,,,,,
1155,Prowlers of the Everglades,Movie,1953,Animals & Nature,Disney+,2020-05-01,,,,,
1156,Nature's Half Acre,Movie,1951,Animals & Nature,Disney+,2020-05-01,,,,,
1157,Prairie Dog Manor,TV Show,2019,Animals & Nature,Disney+,2020-05-01,,,,,
1158,National Treasure,Movie,2004,Action-Adventure,Disney+,2020-04-30,,,,,
1159,Born Wild: The Next Generation,Movie,2020,Animals & Nature,Disney+,2020-04-28,,,,,
1160,The Olympic Elk,Movie,1952,Animals & Nature,Disney+,2020-04-24,,,,,
1161,America's Funniest Home Videos,TV Show,1989,Comedy,Disney+,2020-04-24,,,,,
1162,Tangled: The Series,TV Show,2016,Action-Adventure,Disney+,2020-04-23,,,,,
1163,Jane Goodall: The Hope,Movie,2020,Biographical,Disney+,2020-04-22,,,,,
1164,Brain Games,TV Show,2011,Docuseries,Disney+,2020-04-17,,,,,
1165,Let's Stick Together,Movie,1952,Animation,Disney+,2020-04-17,,,,,
1166,Pluto's Purchase,Movie,1948,Animation,Disney+,2020-04-17,,,,,
1167,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),TV Show,2017,Action-Adventure,Disney+,2020-04-17,,,,,
1168,Tron Uprising,TV Show,2011,Action-Adventure,Disney+,2020-04-14,,,,,
1169,Paradise Islands,TV Show,2017,Animals & Nature,Disney+,2020-04-10,,,,,
1170,Tut's Treasures: Hidden Secrets,TV Show,2018,Docuseries,Disney+,2020-04-10,,,,,
1171,"Maggie Simpson in ""Playdate with Destiny""",Movie,2020,Animation,Disney+,2020-04-10,,,,,
1172,Disney Playtime with Puppy Dog Pals (Shorts),TV Show,2017,Animation,Disney+,2020-04-10,,,,,
1173,A Celebration of the Music from Coco,Movie,2020,Concert Film,Disney+,2020-04-10,,,,,
1174,Out of Scale,Movie,1951,Animation,Disney+,2020-04-03,,,,,
1175,The Straight Story,Movie,1999,Biographical,Disney+,2020-04-03,,,,,
1176,The Small One,Movie,1978,Animation,Disney+,2020-04-03,,,,,
1177,The New Neighbor,Movie,1953,Animation,Disney+,2020-04-03,,,,,
1178,The Boy Who Talked to Badgers,Movie,1975,Action-Adventure,Disney+,2020-04-03,,,,,
1179,Sonny With A Chance,TV Show,2008,Comedy,Disney+,2020-04-03,,,,,
1180,Sea Scouts,Movie,1939,Animation,Disney+,2020-04-03,,,,,
1181,Pluto's Party,Movie,1952,Animation,Disney+,2020-04-03,,,,,
1182,Penguins: Life on the Edge,Movie,2020,Animals & Nature,Disney+,2020-04-03,,,,,
1183,Double Dribble,Movie,1946,Animation,Disney+,2020-04-03,,,,,
1184,Onward,Movie,2020,Action-Adventure,Disney+,2020-04-03,,,,,
1185,On Ice,Movie,1935,Animation,Disney+,2020-04-03,,,,,
1186,"Lambert, The Sheepish Lion",Movie,1952,Animation,Disney+,2020-04-03,,,,,
1187,In the Footsteps of Elephant,Movie,2020,Animals & Nature,Disney+,2020-04-03,,,,,
1188,How To Play Football,Movie,1944,Animation,Disney+,2020-04-03,,,,,
1189,Fish Hooks,TV Show,2010,Animation,Disney+,2020-04-03,,,,,
1190,Elmer Elephant,Movie,1936,Animation,Disney+,2020-04-03,,,,,
1191,Elephant,Movie,2020,Animals & Nature,Disney+,2020-04-03,,,,,
1192,Dragon Around,Movie,1954,Animation,Disney+,2020-04-03,,,,,
1193,Donald's Dog Laundry,Movie,1940,Animation,Disney+,2020-04-03,,,,,
1194,Don's Fountain of Youth,Movie,1953,Animation,Disney+,2020-04-03,,,,,
1195,Dolphin Reef,Movie,2018,Animals & Nature,Disney+,2020-04-03,,,,,
1196,Diving with Dolphins,Movie,2020,Animals & Nature,Disney+,2020-04-03,,,,,
1197,Disneynature Penguins,Movie,2019,Animals & Nature,Disney+,2020-04-03,,,,,
1198,A Tale of Two Critters,Movie,1977,Animals & Nature,Disney+,2020-04-03,,,,,
1199,All in a Nutshell,Movie,1949,Animation,Disney+,2020-04-03,,,,,
