platform,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,listed_in2,listed_in3
Netflix,s4126,TV Show,The Last of the Schmucks,,"Chico, Ahmed Mekky, Hesham Maged, Bayoumi Fouad, Dina El-Sherbiny",Egypt,2/7/2019,2017,TV-MA,1 Season,International, TV Comedies,
Netflix,s4127,TV Show,Hidden Worlds,,"Adel Imam, Salah Abdallah, Hiba Majdi, Bushra, Fathy Abdel Wehab, Rania Farid Shawki, Ahmad Wafiq",Egypt,2/5/2019,2018,TV-14,1 Season,Crime, International TV Shows, TV Dramas
Netflix,s4128,TV Show,Live,,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il",South Korea,2/5/2019,2018,TV-MA,1 Season,Crime, International TV Shows, Korean TV Shows
Netflix,s4129,Movie,"Ray Romano: Right Here, Around the Corner",Michael Showalter,Ray Romano,United States,2/5/2019,2019,TV-MA,59 min,Stand-UpComedy,,
Netflix,s4130,TV Show,Safe,,"Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay",United Kingdom,2/5/2019,2018,TV-MA,1 Season,British, Crime TV Shows, International TV Shows
Netflix,s4131,TV Show,Tayee,,"Amr Youssef, Amr Abdel Guelil, Saba Mubarak",Egypt,2/5/2019,2018,TV-MA,1 Season,International, TV Dramas,
Netflix,s4132,TV Show,Violet Evergarden,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Koki Uchiyama, Minori Chihara, Haruka Tomatsu",Japan,2/5/2019,2018,TV-14,1 Season,AnimeSeries, International TV Shows, Romantic TV Shows
Netflix,s4133,TV Show,Romance is a bonus book,,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young",South Korea,2/3/2019,2019,TV-14,1 Season,International, Korean TV Shows, Romantic TV Shows
Netflix,s4134,Movie,Await Further Instructions,Johnny Kevorkian,"Sam Gittins, Grant Masters, Neerja Naik, Abigail Cruttenden, Kris Saddler, Holly Weston, David Bradley",United Kingdom,2/2/2019,2018,TV-MA,91 min,HorrorMovies, Sci-Fi & Fantasy,
Netflix,s4135,Movie,Manusangada,Amshan Kumar,"Rajeev Anand, Manimegalai, A.S. Sasi Kumar, Vidhur Rajarajan, Sheela Rajkumar, Sethu Darwin, Anand Sampath, Karuna Prasad",India,2/2/2019,2017,TV-14,93 min,Dramas, Independent Movies, International Movies
Netflix,s4136,Movie,14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",,United States,2/1/2019,2016,TV-MA,84 min,Documentaries,,
Netflix,s4137,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu","Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen",Taiwan,2/1/2019,2018,TV-MA,100 min,Comedies, Dramas, International Movies
Netflix,s4138,Movie,Free Rein: Valentine's Day,,"Jaylen Barron, Joe Ashman, Manpreet Bambra, Celine Buckens, Freddy Carter, Bruce Herbelin-Earle, Kerry Ingram, Charlotte Jordan, Geoffrey McGivern, Martin Bobb-Semple, Sadie Simm, Carla Woodcock",United States,2/1/2019,2019,TV-G,51 min,Children&FamilyMovies, Dramas,
Netflix,s4139,Movie,Lego DC Comics: Batman Be-Leaguered,Rick Morales,"Dee Bradley Baker, Troy Baker, John DiMaggio, Grey DeLisle, Tom Kenny, Nolan North, Khary Payton, James Arnold Taylor",United States,2/1/2019,2014,TV-Y7,22 min,Movies,,
Netflix,s4140,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,"James Mathis III, Keston John, Yvette Nicole Brown, Daisy Lightfoot, Isaac C. Singleton Jr., Trevor Devall, Liam O'Brien, Mick Wingert, Fred Tatasciore, Laura Bailey",United States,2/1/2019,2018,TV-Y7,22 min,Children&FamilyMovies,,
Netflix,s4141,Movie,LEGO Marvel Super Heroes: Guardians of the Galaxy,,,United States,2/1/2019,2017,TV-Y,22 min,Children&FamilyMovies,,
Netflix,s4142,TV Show,Littlest Pet Shop: A World of Our Own,,"Rhona Rees, Ingrid Nilson, Diana Kaarina, Travis Turner, Lili Beaudoin, Kyle Rideout, Vincent Tong, Alessandro Juliani, Ian Hanlin, Brittney Wilson, Bethany Brown, Tabitha St. Germain",United States,2/1/2019,2018,TV-Y7,2 Seasons,Kids',,
Netflix,s4143,TV Show,Russian Doll,,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, ChloÃ« Sevigny, Brooke Timber",United States,2/1/2019,2019,TV-MA,1 Season,Comedies, TV Dramas,
Netflix,s4144,TV Show,Sparta,,"Alexander Petrov, Artyom Tkachenko, Valeria Shkirando, Marina Kaletskaya, Alisa Lozovskaya, Olga Sutulova, Fillip Gorenshtein, Olga Vinichenko, Petar Zakavitsa, Yan Gakharmanov",Russia,2/1/2019,2018,TV-MA,1 Season,Crime, International TV Shows, TV Dramas
Netflix,s4145,TV Show,Sword Art Online Alternative: Gun Gale Online,,"Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki",Japan,2/1/2019,2018,TV-MA,1 Season,AnimeSeries, International TV Shows,
Netflix,s4146,Movie,True: Happy Hearts Day,,"Michela Luci, Jamie Watson, Eric Peterson, Cory Doran, Nicolas Aqui","United States, Canada",2/1/2019,2019,TV-Y,24 min,Children&FamilyMovies,,
Netflix,s4147,Movie,Velvet Buzzsaw,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Toni Collette, John Malkovich, Natalia Dyer, Daveed Diggs, Tom Sturridge",United States,2/1/2019,2019,R,113 min,Dramas, Thrillers,
Netflix,s4148,Movie,Hantu Kak Limah,Mamat Khalid,"Awie, Arab Khalid, Sharwani Ns, Tj Isa, Delimawati, Zul Ariffin, Uqasha Senrose, Ropie Cecupak",Malaysia,1/31/2019,2018,TV-PG,110 min,Comedies, Horror Movies, International Movies
Netflix,s4149,Movie,Love Off the Cuff,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Paul Chun, Jiang Mengjie, Wang Xiao Chen, Siu Yam Yam, Kwok Cheung Tsang, Toby Lee, Dada Chan, Hugo Ng","China, Hong Kong",1/31/2019,2017,TV-MA,120 min,Comedies, Dramas, International Movies
Netflix,s4150,TV Show,Paprika,,"Kaycie Chase, David Gasman, Tom Morton, Lee Delong, Barbara Weber-Scaff",,1/31/2019,2018,TV-Y,1 Season,Kids',,
Netflix,s4151,Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,"Gurpreet Guggi, Rocky Bhardwaj, Brijesh Ahuja, Gick Grewal, Inderjit Grewal, Lekhraj Thakur",,1/30/2019,2010,TV-14,56 min,Dramas, International Movies,
Netflix,s4152,Movie,Virsa,Pankaj Batra,"Arya Babbar, Kanwaljeet Singh, Gulshan Grover, Mehreen Raheel, Aparna Sharma, Aman Dhaliwal, Noman Ijaz","India, Pakistan",1/30/2019,2010,TV-14,127 min,Dramas, International Movies, Music & Musicals
Netflix,s4153,Movie,Bhasmasur,Nishil Sheth,"Imran Rasheed, Mittal Chouhan, Trimala Adhikari, Bhushan Vikas, Ravi Goswami, Raghav Dutt, Kumkum Chouhan, Rohan Mobarsa",India,1/29/2019,2017,TV-14,74 min,Dramas, Independent Movies, International Movies
Netflix,s4154,Movie,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Manny Rodriguez,Gabriel Iglesias,,1/29/2019,2019,TV-14,91 min,Stand-UpComedy,,
Netflix,s4155,Movie,High Society,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",South Korea,1/29/2019,2018,TV-MA,137 min,Dramas, International Movies,
Netflix,s4156,Movie,Up Among  The Stars,Zoe BerriatÃºa,"Luis Callejo, Jorge Andreu, Macarena GÃ³mez, MagÃ¼i Mira, Ãlvaro Roig, MarÃ­a Morales, JosÃ© Luis GarcÃ­a PÃ©rez, Kiti MÃ¡nver, Ingrid GarcÃ­a Jonsson, Liz Lobato",Spain,1/29/2019,2018,TV-MA,86 min,Dramas, International Movies, Sci-Fi & Fantasy
Netflix,s4157,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,"Daryle Lamont Jenkins, Richard Spencer",,1/28/2019,2018,TV-MA,106 min,Documentaries,,
Netflix,s4158,Movie,Habibie & Ainun,Faozan Rizal,"Reza Rahadian, Bunga Citra Lestari, Tio Pakusadewo, Ratna Riantiarno, Mike Lucock, Vitta Mariana Barrazza, Christoffer Nelwan","Indonesia, Singapore",1/28/2019,2012,TV-14,125 min,Dramas, International Movies, Romantic Movies
Netflix,s4159,Movie,Nathicharami,Mansore,"Sruthi Hariharan, Sanchari Vijay, Sharanya, Balaji Manohar, Greeshma Sridhar, Harshil Koushik, Shaanthala, Gopalkrishna Deshpande",India,1/28/2019,2018,TV-MA,114 min,Dramas, Independent Movies, International Movies
Netflix,s4160,Movie,Rudy Habibie,Hanung Bramantyo,"Reza Rahadian, Chelsea Islan, Dian Nitami, Indah Permatasari, Ernest Prakasa, Boris Bokir, Rey Bong, Cornelio Sunny, Pandji Pragiwaksono, Bastian Bintang Simbolon",Indonesia,1/28/2019,2016,TV-14,143 min,Dramas, International Movies,
Netflix,s4161,Movie,Surga Yang Tak Dirindukan,Kuntz Agus,"Fedi Nuril, Laudya Cynthia Bella, Raline Shah, Sandrinna Michelle, Kemal Pahlevi, Tanta Ginting, Zaskia Adya Mecca, Landung Simatupang, Ray Sitoresmi, Vitta Mariana Barrazza",Indonesia,1/28/2019,2015,TV-14,121 min,Dramas, Faith & Spirituality, International Movies
Netflix,s4162,Movie,Surga Yang Tak Dirindukan 2,"Hanung Bramantyo, Meisa Felaroze","Fedi Nuril, Raline Shah, Laudya Cynthia Bella, Reza Rahadian, Nora Danish",Indonesia,1/28/2019,2017,TV-14,119 min,Dramas, Faith & Spirituality, International Movies
Netflix,s4163,TV Show,A Taiwanese Tale of Two Cities,,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang",Taiwan,1/27/2019,2018,TV-MA,1 Season,International, TV Dramas,
Netflix,s4164,TV Show,Z Nation,,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao",United States,1/27/2019,2018,TV-MA,5 Seasons,Action&Adventure, TV Comedies, TV Horror
Netflix,s4165,Movie,Goyo: The Boy General,Jerrold Tarog,"Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado, Gwen Zamora, Jeffrey Quizon, Alvin Anson, Empress Schuck, Perla Bautista, Benjamin Alves",Philippines,1/26/2019,2018,TV-MA,150 min,Dramas, International Movies,
Netflix,s4166,Movie,Animas,"Laura Alvea, JosÃ© OrtuÃ±o","Clare Durant, IvÃ¡n Pellicer, Luis Bermejo, Liz Lobato, Chacha Huang, Ãngela Molina","Spain, Belgium",1/25/2019,2018,TV-MA,88 min,HorrorMovies, International Movies,
Netflix,s4167,TV Show,Black Earth Rising,,"Michaela Coel, John Goodman, Abena Ayivor, Noma Dumezweni, Ronald Guttman, Danny Sapani, Harriet Walter, Tyrone Huggins, Emmanuel Imani, Lucian Msamati, Tamara Tunie",United Kingdom,1/25/2019,2018,TV-MA,1 Season,British, International TV Shows, TV Dramas
Netflix,s4168,TV Show,Club of Crows,,"Luis Gerardo MÃ©ndez, Mariana TreviÃ±o, Stephanie Cayo, Daniel GimÃ©nez Cacho, Alosian Vivancos, Antonio de la Vega, Ianis Guerrero, Juan Pablo de Santiago, JoaquÃ­n Ferreira, Said Sandoval, AndrÃ©s Pardave, SofÃ­a NiÃ±o de Rivera, Eileen YaÃ±ez, Gutemberg Brito, Claudia Vega, VerÃ³nica TerÃ¡n, JesÃºs Zavala, Gustavo Ganem, Ricardo Polanco, Emilio Guerrero, Luis RÃ¡bago, Guillermo Dorantes, Richie Mestre, SofÃ­a Sisniega, Aldo Escalante, Juan Luis Orendain, Marcela Ãlvarez",Mexico,1/25/2019,2019,TV-MA,4 Seasons,International, Spanish-Language TV Shows, TV Comedies
Netflix,s4169,TV Show,Examination of Conscience,,,Spain,1/25/2019,2019,TV-MA,1 Season,Crime, Docuseries, International TV Shows
Netflix,s4170,Movie,Mi Obra Maestra,GastÃ³n Duprat,"Guillermo Francella, Luis Brandoni, RaÃºl ArÃ©valo, Andrea Frigerio, MarÃ­a Soldi, MÃ³nica Duprat, Mahmoud Azim, Santiago Korovsky, Julio Marticorena, Alejandro Paker","Argentina, Spain",1/25/2019,2018,TV-MA,105 min,Comedies, International Movies,
Netflix,s4171,Movie,Polar,,,"United States, Germany",1/25/2019,2019,TV-MA,119 min,Action&Adventure, International Movies,
Netflix,s4172,TV Show,The Perfect Match,,"Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen",,1/25/2019,2017,TV-14,1 Season,International, Romantic TV Shows, TV Comedies
Netflix,s4173,TV Show,Conversations with a Killer: The Ted Bundy Tapes,,,United States,1/24/2019,2019,TV-MA,1 Season,Crime, Docuseries,
Netflix,s4174,Movie,Just Love,"Andy Caballero, Diego Corsini","Franco Masini, Yamila Saud, Victorio D'Alessandro, Andrea Frigerio, Gerardo Romano, Bautista Lena, Josefina RamÃ­rez, Noel Schajris, Diana HernÃ¡ndez, Daniela Aita",Argentina,1/24/2019,2018,TV-MA,96 min,Dramas, International Movies, Music & Musicals
Netflix,s4175,TV Show,Innocent,Seren YÃ¼ce,"Ali Atay, Haluk Bilginer, Nur SÃ¼rer, Okan YalabÄ±k, TÃ¼lin Ã–zen, Serkan Keskin, Bartu KÃ¼Ã§Ã¼kÃ§aÄŸlayan, Irem Altug, Mehmet Ã–zgÃ¼r, Merve Ates, Defne Halman, Cem Zeynel KiliÃ§, Esra Kizildogan",Turkey,1/23/2019,2017,TV-MA,1 Season,Crime, International TV Shows, TV Dramas
Netflix,s4176,Movie,Close,,"Noomi Rapace, Sophie NÃ©lisse, Indira Varma, George Georgiou, Christopher Sciueref, Eoin Macken","United Kingdom, United States",1/18/2019,2019,TV-MA,95 min,Action&Adventure, International Movies,
Netflix,s4177,Movie,FYRE: The Greatest Party That Never Happened,Chris Smith,,United States,1/18/2019,2019,TV-MA,98 min,Documentaries,,
Netflix,s4178,Movie,IO,Jonathan Helpert,"Margaret Qualley, Anthony Mackie, Danny Huston",United States,1/18/2019,2019,TV-14,96 min,Dramas, Sci-Fi & Fantasy,
Netflix,s4179,TV Show,Marvel's The Punisher,,"Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Jason R. Moore, Daniel Webber, Jaime Ray Newman, Michael Nathanson, Deborah Ann Woll, Paul Schulze",United States,1/18/2019,2019,TV-MA,2 Seasons,Crime, TV Action & Adventure, TV Thrillers
Netflix,s4180,TV Show,Memory Love,,"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen",,1/18/2019,2017,TV-14,1 Season,International, Romantic TV Shows, TV Dramas
Netflix,s4181,Movie,Old Lord Savanna,AndrÃ© D'Elia,Leonardo Ribeiro,Brazil,1/18/2019,2018,TV-14,96 min,Documentaries, International Movies,
Netflix,s4182,Movie,Patria,MatÃ­as Gueilburt,Paco Ignacio Taibo II,Mexico,1/18/2019,2019,TV-MA,90 min,Documentaries, International Movies,
Netflix,s4183,Movie,Soni,Ivan Ayr,"Geetika Vidya Ohlyan, Saloni Batra, Mohinder Gujral, Mohit Chauhan, Vikas Shukla, Gauri Chakraborty, Simrat Kaur, Dimple Kaur",India,1/18/2019,2018,TV-MA,97 min,Dramas, Independent Movies, International Movies
Netflix,s4184,TV Show,The World's Most Extraordinary Homes,,"Piers Taylor, Caroline Quentin",United Kingdom,1/18/2019,2019,TV-G,3 Seasons,British, Docuseries, International TV Shows
Netflix,s4185,TV Show,Trigger Warning with Killer Mike,,Killer Mike,,1/18/2019,2019,TV-MA,1 Season,Docuseries, Stand-Up Comedy & Talk Shows,
Netflix,s4186,Movie,Abducted in Plain Sight,Skye Borgman,,United States,1/15/2019,2017,TV-14,90 min,Documentaries,,
Netflix,s4187,Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,"Sajid Hasan, Hameed Sheikh, Habibullah Panezai, Imraan Abbas, Sadia, Imran Tareen, Asal Deen, Yameen Shah",Pakistan,1/15/2019,2016,TV-14,88 min,Dramas, International Movies,
Netflix,s4188,Movie,Adhugo,,,India,1/15/2019,2018,TV-14,105 min,Comedies, Independent Movies, International Movies
Netflix,s4189,Movie,Echcharikkai,Sarjun,"Sathyaraj, Varalakshmi Sarathkumar, Kishore Kumar G., Vivek Rajgopal, Jayakumar, Yogi Babu, Soundar, L. Alice",India,1/15/2019,2018,TV-14,127 min,InternationalMovies, Thrillers,
Netflix,s4190,TV Show,Lavender,,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi",Taiwan,1/15/2019,2002,TV-14,1 Season,International, Romantic TV Shows, TV Dramas
Netflix,s4191,Movie,Pandigai,Feroz,"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik",India,1/15/2019,2017,TV-MA,125 min,Action&Adventure, Dramas, International Movies
Netflix,s4192,Movie,Pari,Syed Atif Ali,"Junaid Akhtar, Azekah Daniel, Khushi Maheen, Saleem Mairaj, Qavi Khan, Rasheed Naz, Faiq Asim",Pakistan,1/15/2019,2018,TV-14,116 min,HorrorMovies, International Movies,
Netflix,s4193,Movie,Revenger,Lee Seung-won,"Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon",South Korea,1/15/2019,2018,TV-MA,102 min,Action&Adventure, International Movies,
Netflix,s4194,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,Sebastian Maniscalco,United States,1/15/2019,2019,TV-MA,65 min,Stand-UpComedy,,
Netflix,s4195,Movie,The Doll,Rocky Soraya,"Shandy Aulia, Denny Sumargo, Sara Wijayanto, Vitta Mariana Barrazza, Demian Aditya, Faiza Mahnur, Hans Gunawan, Aslam Abad, Annette Edoarda, Wenty Mamenda",Indonesia,1/15/2019,2016,TV-MA,106 min,HorrorMovies, International Movies,
Netflix,s4196,Movie,The Doll 2,Rocky Soraya,"Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta, Rydhen Afexi, Ira Ilva Sari, Shofia Shireen, Mega Carefansa, Wati Sudiyono, Princess Martinez",Indonesia,1/15/2019,2017,TV-MA,117 min,HorrorMovies, International Movies,
Netflix,s4197,TV Show,La Grande ChaumiÃ¨re Violette,,"Eli Shi, Alice Ko, Jen-Shuo Cheng, Chiung-Hsuan Hsieh, Herb Hsu, Bryant Lee, Hsiu-Ling Lin, Ma Ju-lung, Ching-kuan Wang",Taiwan,1/14/2019,2016,TV-14,1 Season,International, TV Dramas,
Netflix,s4198,Movie,Baazaar,Gauravv K Chawla,"Saif Ali Khan, Chitrangada Singh, Radhika Apte, Rohan Vinod Mehra, Manish Chaudhary, Denzil Smith, Pawan Chopra, Deepak Gheewala, Utkarsh Mazumdar, Danish Hussain",India,1/13/2019,2018,TV-MA,136 min,Dramas, International Movies,
Netflix,s4199,Movie,All of You,Dan Villegas,"Jennylyn Mercado, Derek Ramsay, Yayo Aguila, Kean Cipriano, Nico Antonio, Enzo Marcos, Via Antonio, Hannah Ladesma",Philippines,1/11/2019,2017,TV-MA,104 min,Comedies, Dramas, International Movies
Netflix,s4200,TV Show,Back with the Ex,,,,1/11/2019,2018,TV-MA,1 Season,International, Reality TV, Romantic TV Shows
Netflix,s4201,TV Show,Friends from College,,"Keegan-Michael Key, Cobie Smulders, Billy Eichner, Fred Savage, Nat Faxon, Annie Parisse, Jae Suh Park",United States,1/11/2019,2019,TV-MA,2 Seasons,Romantic, TV Comedies,
Netflix,s4202,TV Show,Hardy Bucks,,"Martin Maloney, Owen Colgan, Chris Tordoff, Peter Cassidy, Tom Kilgallon, Michael Salmon, Wayne Lynch, Tommy Miller",Ireland,1/11/2019,2018,TV-MA,4 Seasons,Comedies,,
Netflix,s4203,TV Show,Horrid Henry,,"Lizzie Waterworth, Joanna Ruiz, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Stephanie Anne Mills, David Holt",United Kingdom,1/11/2019,2019,TV-Y7,2 Seasons,British, Kids' TV, TV Comedies
Netflix,s4204,Movie,ReMastered: Massacre at the Stadium,Bent-Jorgen Perlmutt,,United States,1/11/2019,2019,TV-MA,65 min,Documentaries, Music & Musicals,
Netflix,s4205,Movie,Solo,Hugo Stuven,"Alain HernÃ¡ndez, Aura Garrido, Ben Temple",Spain,1/11/2019,2018,TV-MA,91 min,Dramas, Independent Movies, International Movies
Netflix,s4206,Movie,The Last Laugh,Greg Pritikin,"Chevy Chase, Richard Dreyfuss, Andie MacDowell, Kate Micucci, Chris Parnell, George Wallace, Lewis Black",United States,1/11/2019,2019,TV-MA,99 min,Comedies, Dramas,
Netflix,s4207,TV Show,Pocoyo,,"Stephen Fry, Alex Marty","Spain, United Kingdom",1/10/2019,2017,TV-Y,4 Seasons,Kids', Spanish-Language TV Shows,
Netflix,s4208,TV Show,When Heroes Fly,,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor",Israel,1/10/2019,2018,TV-MA,1 Season,International, TV Action & Adventure, TV Dramas
Netflix,s4209,Movie,GODZILLA The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Reina Ueda, Ari Ozawa, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,1/9/2019,2018,TV-PG,91 min,Action&Adventure, Anime Features, International Movies
Netflix,s4210,Movie,Next Enti?,Kunal Kohli,"Navdeep, Larissa Bonesi, Sarathbabu, Tamannaah Bhatia, Sundeep Kishan, Poonam Kaur",India,1/9/2019,2018,TV-14,117 min,Comedies, Dramas, International Movies
Netflix,s4211,Movie,Komola Rocket,Noor Imran Mithu,"Tauquir Ahmed, Mosharraf Karim, Joyraj, Samia Said, Dominic Gomez",Bangladesh,1/7/2019,2018,TV-14,95 min,Dramas, Independent Movies, International Movies
Netflix,s4212,Movie,Nang Nak,Nonzee Nimibutr,"Inthira Charoenpura, Winai Kraibutr",Thailand,1/5/2019,1999,TV-MA,101 min,HorrorMovies, International Movies, Romantic Movies
Netflix,s4213,Movie,And Breathe Normally,Ãsold UggadÃ³ttir,"KristiÌn ThoÌra HaraldsdoÌttir, Babetida Sadjo, Patrik NÃ¶kkvi PeÌtursson","Iceland, Sweden, Belgium",1/4/2019,2018,TV-14,102 min,Dramas, Independent Movies, International Movies
Netflix,s4214,Movie,El Potro: Unstoppable,Lorena Munoz,"Jimena BarÃ³n, Rodrigo Romero, Diego Cremonesi, Daniel ArÃ¡oz, Malena SÃ¡nchez, Julieta Vallina, Florencia PeÃ±a, Simja Dujov, Adan Otero, FernÃ¡n MirÃ¡s",,1/4/2019,2018,TV-MA,122 min,Dramas, International Movies, Music & Musicals
Netflix,s4215,Movie,Lionheart,Genevieve Nnaji,"Genevieve Nnaji, Nkem Owoh, Pete Edochie, Onyeka Onwenu, Kanayo O. Kanayo",Nigeria,1/4/2019,2018,TV-PG,95 min,Comedies, Dramas, Independent Movies
Netflix,s4216,TV Show,See You in Time,,"Hans Chung, Mini Tsai, Albee Huang, David Chiu, Johnny Yang, Kuan Lin, Ray Yang, Liu Yu Shan",,1/4/2019,2017,TV-14,1 Season,International, Romantic TV Shows, TV Dramas
Netflix,s4217,TV Show,DÃ©jÃ  Vu,,"Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen",,1/2/2019,2013,TV-14,1 Season,International, Romantic TV Shows, TV Dramas
Netflix,s4218,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",United Kingdom,1/2/2019,1975,PG,92 min,Action&Adventure, Classic Movies, Comedies
Netflix,s4219,TV Show,A Series of Unfortunate Events,,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman, Joan Cusack, Aasif Mandvi",United States,1/1/2019,2019,TV-PG,3 Seasons,Kids', TV Action & Adventure, TV Comedies
